date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
2018-03-16 00:15:00,12.07,1.22,3.78,0.007353,89.98,86.2,900,Weekday,Friday,Light_Load
2018-03-16 00:30:00,22.55,3.79,5.4,0.012533,85.9,80.59,1800,Weekday,Friday,Light_Load
2018-03-16 00:45:00,3.0,0.24,4.75,0.002113,81.73,80.0,2700,Weekday,Friday,Light_Load
2018-03-16 01:00:00,46.39,16.55,0.93,0.023898,85.32,97.68,3600,Weekday,Friday,Medium_Load
2018-03-16 01:15:00,29.22,9.06,4.72,0.015205,85.93,88.52,4500,Weekday,Friday,Light_Load
2018-03-16 01:30:00,57.04,14.94,1.78,0.030774,80.48,85.6,5400,Weekday,Friday,Medium_Load
2018-03-16 01:45:00,106.82,41.27,1.23,0.051776,90.11,79.07,6300,Weekday,Friday,Maximum_Load
2018-03-16 02:00:00,20.22,2.48,1.85,0.009122,78.63,83.0,7200,Weekday,Friday,Light_Load
2018-03-16 02:15:00,4.49,0.26,2.38,0.00132,72.81,93.59,8100,Weekday,Friday,Light_Load
2018-03-16 02:30:00,19.38,4.98,2.32,0.010448,75.61,88.14,9000,Weekday,Friday,Light_Load
2018-03-16 02:45:00,96.47,27.53,4.32,0.049769,94.31,87.94,9900,Weekday,Friday,Maximum_Load
2018-03-16 03:00:00,32.36,13.62,4.02,0.014698,88.07,90.28,10800,Weekday,Friday,Medium_Load
2018-03-16 03:15:00,17.75,9.34,2.84,0.004744,71.38,93.99,11700,Weekday,Friday,Light_Load
2018-03-16 03:30:00,5.45,0.3,2.25,0.006193,93.62,91.56,12600,Weekday,Friday,Medium_Load
2018-03-16 03:45:00,16.48,3.41,1.28,0.008404,83.11,95.88,13500,Weekday,Friday,Light_Load
2018-03-16 04:00:00,80.6,10.25,1.73,0.042029,98.76,83.11,14400,Weekday,Friday,Maximum_Load
2018-03-16 04:15:00,30.7,11.16,3.74,0.014048,72.66,84.72,15300,Weekday,Friday,Light_Load
2018-03-16 04:30:00,14.79,5.88,0.0,0.007048,88.45,92.41,16200,Weekday,Friday,Light_Load
2018-03-16 04:45:00,45.74,3.09,2.34,0.023469,95.11,85.84,17100,Weekday,Friday,Medium_Load
2018-03-16 05:00:00,19.2,5.71,0.71,0.009371,90.0,77.44,18000,Weekday,Friday,Light_Load
2018-03-16 05:15:00,15.18,8.48,1.62,0.006621,81.67,82.45,18900,Weekday,Friday,Light_Load
2018-03-16 05:30:00,25.72,8.97,3.99,0.012681,81.5,78.54,19800,Weekday,Friday,Light_Load
2018-03-16 05:45:00,4.05,0.0,4.56,0.000317,82.3,81.98,20700,Weekday,Friday,Light_Load
2018-03-16 06:00:00,67.05,5.74,1.92,0.033136,92.6,79.5,21600,Weekday,Friday,Medium_Load
2018-03-16 06:15:00,89.75,18.59,6.02,0.042325,88.37,88.73,22500,Weekday,Friday,Maximum_Load
2018-03-16 06:30:00,30.37,9.67,3.04,0.014445,89.91,92.15,23400,Weekday,Friday,Light_Load
2018-03-16 06:45:00,8.7,0.0,1.95,0.003975,90.95,90.6,24300,Weekday,Friday,Medium_Load
2018-03-16 07:00:00,13.29,1.88,0.73,0.006465,90.0,89.19,25200,Weekday,Friday,Medium_Load
2018-03-16 07:15:00,17.4,1.69,5.04,0.007404,81.69,95.81,26100,Weekday,Friday,Light_Load
2018-03-16 07:30:00,57.21,19.53,1.74,0.02701,94.72,83.85,27000,Weekday,Friday,Medium_Load
2018-03-16 07:45:00,41.16,6.76,0.01,0.0202,86.26,94.99,27900,Weekday,Friday,Medium_Load
2018-03-16 08:00:00,101.01,21.59,2.92,0.050345,86.11,83.6,28800,Weekday,Friday,Maximum_Load
2018-03-16 08:15:00,108.78,40.6,0.36,0.054519,97.48,96.76,29700,Weekday,Friday,Maximum_Load
2018-03-16 08:30:00,102.29,39.7,2.56,0.051017,94.22,87.71,30600,Weekday,Friday,Maximum_Load
2018-03-16 08:45:00,19.59,3.51,3.38,0.009033,79.15,88.44,31500,Weekday,Friday,Light_Load
2018-03-16 09:00:00,90.45,17.9,5.54,0.044023,94.68,87.46,32400,Weekday,Friday,Maximum_Load
2018-03-16 09:15:00,13.38,1.55,2.03,0.008849,72.32,97.64,33300,Weekday,Friday,Light_Load
2018-03-16 09:30:00,86.94,18.35,4.24,0.046079,94.05,77.34,34200,Weekday,Friday,Maximum_Load
2018-03-16 09:45:00,32.41,5.37,5.65,0.01634,85.12,82.35,35100,Weekday,Friday,Medium_Load
2018-03-16 10:00:00,71.81,7.26,1.96,0.036519,99.55,75.2,36000,Weekday,Friday,Maximum_Load
2018-03-16 10:15:00,97.5,18.28,1.43,0.051133,86.97,98.28,36900,Weekday,Friday,Maximum_Load
2018-03-16 10:30:00,77.66,22.37,5.29,0.037377,95.44,95.96,37800,Weekday,Friday,Maximum_Load
2018-03-16 10:45:00,35.54,9.63,3.59,0.015697,96.59,84.36,38700,Weekday,Friday,Medium_Load
2018-03-16 11:00:00,53.03,15.12,0.5,0.024858,77.25,98.74,39600,Weekday,Friday,Medium_Load
2018-03-16 11:15:00,93.57,15.84,1.9,0.051349,93.99,90.19,40500,Weekday,Friday,Maximum_Load
2018-03-16 11:30:00,81.35,23.07,4.49,0.040788,85.43,75.57,41400,Weekday,Friday,Maximum_Load
2018-03-16 11:45:00,14.14,1.12,0.73,0.006526,71.16,86.47,42300,Weekday,Friday,Light_Load
2018-03-16 12:00:00,93.32,17.34,4.1,0.049445,88.35,85.99,43200,Weekday,Friday,Maximum_Load
2018-03-16 12:15:00,104.05,22.35,5.11,0.055959,97.7,90.19,44100,Weekday,Friday,Maximum_Load
2018-03-16 12:30:00,47.36,14.84,5.58,0.022193,96.02,97.08,45000,Weekday,Friday,Medium_Load
2018-03-16 12:45:00,60.18,19.86,1.06,0.027393,95.61,98.93,45900,Weekday,Friday,Maximum_Load
2018-03-16 13:00:00,40.38,12.68,4.34,0.019844,87.58,98.69,46800,Weekday,Friday,Medium_Load
2018-03-16 13:15:00,37.29,10.01,1.45,0.017216,75.6,86.4,47700,Weekday,Friday,Medium_Load
2018-03-16 13:30:00,27.29,8.58,0.86,0.013683,91.15,82.68,48600,Weekday,Friday,Medium_Load
2018-03-16 13:45:00,50.26,8.17,1.84,0.029312,95.5,89.15,49500,Weekday,Friday,Medium_Load
2018-03-16 14:00:00,94.0,24.36,4.01,0.047255,86.38,77.09,50400,Weekday,Friday,Maximum_Load
2018-03-16 14:15:00,53.12,12.83,0.0,0.024848,76.79,86.01,51300,Weekday,Friday,Medium_Load
2018-03-16 14:30:00,62.14,21.01,1.31,0.028088,87.69,88.29,52200,Weekday,Friday,Maximum_Load
2018-03-16 14:45:00,84.85,10.75,4.27,0.041288,98.72,87.39,53100,Weekday,Friday,Maximum_Load
2018-03-16 15:00:00,81.34,9.61,3.09,0.040396,95.23,88.87,54000,Weekday,Friday,Maximum_Load
2018-03-16 15:15:00,13.7,2.38,0.53,0.003877,81.46,78.82,54900,Weekday,Friday,Light_Load
2018-03-16 15:30:00,83.63,20.82,0.5,0.039754,97.98,95.54,55800,Weekday,Friday,Maximum_Load
2018-03-16 15:45:00,40.65,9.32,3.62,0.016468,93.76,89.15,56700,Weekday,Friday,Medium_Load
2018-03-16 16:00:00,38.68,6.28,0.89,0.02081,92.15,78.68,57600,Weekday,Friday,Medium_Load
2018-03-16 16:15:00,57.12,18.6,0.0,0.028754,77.82,92.95,58500,Weekday,Friday,Medium_Load
2018-03-16 16:30:00,27.45,10.67,1.46,0.015825,93.03,85.2,59400,Weekday,Friday,Medium_Load
2018-03-16 16:45:00,76.8,12.91,2.54,0.034805,93.71,92.16,60300,Weekday,Friday,Maximum_Load
2018-03-16 17:00:00,56.39,12.74,0.0,0.028639,90.91,78.2,61200,Weekday,Friday,Medium_Load
2018-03-16 17:15:00,63.87,19.59,2.38,0.031914,90.31,84.12,62100,Weekday,Friday,Maximum_Load
2018-03-16 17:30:00,3.96,3.15,3.08,0.0,73.91,81.3,63000,Weekday,Friday,Light_Load
2018-03-16 17:45:00,51.02,8.95,0.54,0.024632,98.82,94.4,63900,Weekday,Friday,Medium_Load
2018-03-16 18:00:00,51.52,15.58,0.0,0.025865,91.05,87.07,64800,Weekday,Friday,Maximum_Load
2018-03-16 18:15:00,93.22,35.33,1.45,0.044646,93.76,96.6,65700,Weekday,Friday,Maximum_Load
2018-03-16 18:30:00,32.7,8.31,0.9,0.011957,76.14,89.05,66600,Weekday,Friday,Medium_Load
2018-03-16 18:45:00,46.25,15.09,1.81,0.024977,87.51,92.98,67500,Weekday,Friday,Medium_Load
2018-03-16 19:00:00,3.0,0.06,3.78,0.0,84.09,82.79,68400,Weekday,Friday,Light_Load
2018-03-16 19:15:00,58.04,8.62,0.0,0.032929,85.55,86.54,69300,Weekday,Friday,Medium_Load
2018-03-16 19:30:00,22.12,6.58,0.96,0.009431,76.6,80.49,70200,Weekday,Friday,Medium_Load
2018-03-16 19:45:00,51.39,13.54,0.51,0.028727,77.59,82.25,71100,Weekday,Friday,Medium_Load
2018-03-16 20:00:00,3.0,0.0,2.68,0.001884,75.13,93.93,72000,Weekday,Friday,Light_Load
2018-03-16 20:15:00,117.01,36.52,1.27,0.06064,87.31,96.36,72900,Weekday,Friday,Maximum_Load
2018-03-16 20:30:00,39.96,6.77,2.77,0.024015,78.56,85.3,73800,Weekday,Friday,Medium_Load
2018-03-16 20:45:00,70.5,15.91,0.52,0.034189,81.76,84.83,74700,Weekday,Friday,Medium_Load
2018-03-16 21:00:00,29.18,12.23,4.01,0.016822,99.22,84.88,75600,Weekday,Friday,Medium_Load
2018-03-16 21:15:00,35.06,3.41,1.83,0.016087,79.33,81.32,76500,Weekday,Friday,Medium_Load
2018-03-16 21:30:00,60.12,11.12,1.93,0.032566,81.6,92.61,77400,Weekday,Friday,Medium_Load
2018-03-16 21:45:00,20.83,0.0,4.85,0.010694,95.84,81.21,78300,Weekday,Friday,Medium_Load
2018-03-16 22:00:00,32.01,5.25,4.79,0.017556,99.33,86.58,79200,Weekday,Friday,Medium_Load
2018-03-16 22:15:00,16.75,3.48,0.0,0.009837,88.01,91.59,80100,Weekday,Friday,Light_Load
2018-03-16 22:30:00,62.71,18.96,4.11,0.03195,97.74,78.53,81000,Weekday,Friday,Maximum_Load
2018-03-16 22:45:00,51.22,8.48,4.08,0.027343,75.95,98.46,81900,Weekday,Friday,Medium_Load
2018-03-16 23:00:00,15.07,0.97,3.11,0.005766,86.69,94.4,82800,Weekday,Friday,Light_Load
2018-03-16 23:15:00,21.32,3.71,1.52,0.008256,80.96,93.5,83700,Weekday,Friday,Medium_Load
2018-03-16 23:30:00,103.7,34.57,2.47,0.052899,94.2,92.04,84600,Weekday,Friday,Maximum_Load
2018-03-16 23:45:00,59.42,9.19,1.65,0.030713,93.41,77.83,85500,Weekday,Friday,Maximum_Load
2018-03-17 00:00:00,21.17,6.67,3.59,0.011949,85.62,75.6,0,Weekend,Saturday,Light_Load
2018-03-17 00:15:00,16.35,2.03,3.19,0.009627,76.43,90.93,900,Weekend,Saturday,Light_Load
2018-03-17 00:30:00,12.01,1.47,3.63,0.007888,87.64,85.83,1800,Weekend,Saturday,Light_Load
2018-03-17 00:45:00,7.13,2.57,3.36,0.004167,88.69,78.49,2700,Weekend,Saturday,Light_Load
2018-03-17 01:00:00,51.23,23.67,4.63,0.026269,75.84,91.68,3600,Weekend,Saturday,Medium_Load
2018-03-17 01:15:00,9.63,5.74,0.29,0.008721,81.55,88.3,4500,Weekend,Saturday,Light_Load
2018-03-17 01:30:00,26.58,13.95,2.95,0.01401,73.53,75.42,5400,Weekend,Saturday,Light_Load
2018-03-17 01:45:00,27.17,10.67,2.88,0.011763,79.34,78.67,6300,Weekend,Saturday,Light_Load
2018-03-17 02:00:00,30.64,7.55,1.2,0.013347,82.46,96.36,7200,Weekend,Saturday,Light_Load
2018-03-17 02:15:00,51.99,19.08,0.0,0.027029,85.22,86.16,8100,Weekend,Saturday,Medium_Load
2018-03-17 02:30:00,14.81,1.43,4.21,0.007598,77.42,82.16,9000,Weekend,Saturday,Light_Load
2018-03-17 02:45:00,15.92,6.19,0.82,0.007668,73.86,95.96,9900,Weekend,Saturday,Light_Load
2018-03-17 03:00:00,15.57,2.91,4.27,0.007273,80.84,99.56,10800,Weekend,Saturday,Light_Load
2018-03-17 03:15:00,20.74,8.65,5.26,0.010136,80.11,92.42,11700,Weekend,Saturday,Light_Load
2018-03-17 03:30:00,22.46,4.04,3.12,0.010217,75.31,79.44,12600,Weekend,Saturday,Light_Load
2018-03-17 03:45:00,29.01,5.45,2.81,0.012628,87.4,93.83,13500,Weekend,Saturday,Light_Load
2018-03-17 04:00:00,19.49,8.71,2.83,0.00913,84.77,78.34,14400,Weekend,Saturday,Light_Load
2018-03-17 04:15:00,28.44,11.95,2.93,0.011902,75.04,95.65,15300,Weekend,Saturday,Medium_Load
2018-03-17 04:30:00,43.51,11.7,3.81,0.02013,91.04,94.9,16200,Weekend,Saturday,Medium_Load
2018-03-17 04:45:00,73.07,11.93,2.03,0.036259,87.81,90.72,17100,Weekend,Saturday,Medium_Load
2018-03-17 05:00:00,26.48,6.12,2.42,0.012915,79.29,84.17,18000,Weekend,Saturday,Medium_Load
2018-03-17 05:15:00,25.82,5.78,1.42,0.0133,75.14,81.82,18900,Weekend,Saturday,Light_Load
2018-03-17 05:30:00,16.83,6.06,4.53,0.01077,70.26,98.15,19800,Weekend,Saturday,Light_Load
2018-03-17 05:45:00,12.92,1.39,0.0,0.005277,76.07,94.25,20700,Weekend,Saturday,Light_Load
2018-03-17 06:00:00,55.93,13.94,3.02,0.02889,90.07,75.01,21600,Weekend,Saturday,Medium_Load
2018-03-17 06:15:00,121.21,37.0,2.99,0.06427,91.36,84.76,22500,Weekend,Saturday,Maximum_Load
2018-03-17 06:30:00,55.06,9.04,2.2,0.023691,95.46,88.38,23400,Weekend,Saturday,Medium_Load
2018-03-17 06:45:00,17.8,4.21,2.14,0.008261,76.61,83.25,24300,Weekend,Saturday,Light_Load
2018-03-17 07:00:00,63.91,15.15,2.22,0.033405,90.2,87.42,25200,Weekend,Saturday,Maximum_Load
2018-03-17 07:15:00,48.25,7.77,5.19,0.025435,84.61,98.87,26100,Weekend,Saturday,Medium_Load
2018-03-17 07:30:00,8.96,4.46,5.56,0.001981,75.09,92.15,27000,Weekend,Saturday,Light_Load
2018-03-17 07:45:00,44.84,6.91,3.62,0.022686,78.9,92.51,27900,Weekend,Saturday,Medium_Load
2018-03-17 08:00:00,18.83,1.55,1.42,0.012754,85.78,92.22,28800,Weekend,Saturday,Light_Load
2018-03-17 08:15:00,13.75,0.14,2.25,0.008491,79.64,91.69,29700,Weekend,Saturday,Medium_Load
2018-03-17 08:30:00,30.07,7.26,2.33,0.015879,86.34,77.52,30600,Weekend,Saturday,Light_Load
2018-03-17 08:45:00,30.18,11.04,2.64,0.016691,77.46,94.37,31500,Weekend,Saturday,Medium_Load
2018-03-17 09:00:00,45.75,7.61,0.69,0.022861,98.92,78.16,32400,Weekend,Saturday,Medium_Load
2018-03-17 09:15:00,56.3,8.68,3.82,0.02963,85.55,92.28,33300,Weekend,Saturday,Medium_Load
2018-03-17 09:30:00,67.67,23.49,0.15,0.031582,94.93,76.45,34200,Weekend,Saturday,Medium_Load
2018-03-17 09:45:00,35.9,8.79,2.21,0.018812,84.29,99.77,35100,Weekend,Saturday,Medium_Load
2018-03-17 10:00:00,9.86,2.66,1.68,0.006224,76.7,99.84,36000,Weekend,Saturday,Medium_Load
2018-03-17 10:15:00,108.78,40.76,3.84,0.054159,90.95,91.14,36900,Weekend,Saturday,Maximum_Load
2018-03-17 10:30:00,6.92,6.14,2.22,0.00215,71.92,79.25,37800,Weekend,Saturday,Light_Load
2018-03-17 10:45:00,52.0,7.29,0.09,0.025914,83.75,86.39,38700,Weekend,Saturday,Medium_Load
2018-03-17 11:00:00,19.67,6.81,0.95,0.009864,71.64,83.99,39600,Weekend,Saturday,Light_Load
2018-03-17 11:15:00,3.0,0.0,4.38,0.001844,87.31,76.3,40500,Weekend,Saturday,Light_Load
2018-03-17 11:30:00,21.43,6.73,2.73,0.010253,85.43,98.03,41400,Weekend,Saturday,Medium_Load
2018-03-17 11:45:00,38.41,14.95,2.22,0.022747,90.39,95.61,42300,Weekend,Saturday,Medium_Load
2018-03-17 12:00:00,3.0,0.0,1.69,0.0,74.32,81.99,43200,Weekend,Saturday,Light_Load
2018-03-17 12:15:00,24.6,6.57,2.94,0.011714,86.86,83.63,44100,Weekend,Saturday,Medium_Load
2018-03-17 12:30:00,46.19,19.11,3.81,0.024522,85.23,88.6,45000,Weekend,Saturday,Medium_Load
2018-03-17 12:45:00,82.25,22.81,2.59,0.039376,99.89,78.38,45900,Weekend,Saturday,Maximum_Load
2018-03-17 13:00:00,16.13,4.96,2.8,0.007797,83.09,75.13,46800,Weekend,Saturday,Light_Load
2018-03-17 13:15:00,92.38,20.29,3.87,0.045805,92.45,78.78,47700,Weekend,Saturday,Maximum_Load
2018-03-17 13:30:00,3.0,0.0,0.62,0.003897,72.58,85.94,48600,Weekend,Saturday,Light_Load
2018-03-17 13:45:00,23.52,9.88,2.25,0.013662,87.25,87.03,49500,Weekend,Saturday,Medium_Load
2018-03-17 14:00:00,18.59,6.16,0.88,0.009211,89.95,81.12,50400,Weekend,Saturday,Light_Load
2018-03-17 14:15:00,24.42,2.82,3.92,0.011008,84.24,97.51,51300,Weekend,Saturday,Light_Load
2018-03-17 14:30:00,27.45,0.75,0.45,0.013099,87.04,86.23,52200,Weekend,Saturday,Medium_Load
2018-03-17 14:45:00,45.59,5.61,2.09,0.024134,91.01,99.56,53100,Weekend,Saturday,Medium_Load
2018-03-17 15:00:00,17.92,2.8,4.58,0.006845,79.29,99.98,54000,Weekend,Saturday,Light_Load
2018-03-17 15:15:00,13.14,6.69,1.06,0.007826,73.43,92.71,54900,Weekend,Saturday,Light_Load
2018-03-17 15:30:00,37.3,9.4,2.22,0.017735,80.97,90.4,55800,Weekend,Saturday,Medium_Load
2018-03-17 15:45:00,5.72,4.29,4.33,0.003082,78.94,84.8,56700,Weekend,Saturday,Light_Load
2018-03-17 16:00:00,70.45,12.48,3.24,0.035822,83.48,75.41,57600,Weekend,Saturday,Medium_Load
2018-03-17 16:15:00,11.29,1.18,1.38,0.007349,73.81,99.42,58500,Weekend,Saturday,Light_Load
2018-03-17 16:30:00,13.49,3.95,1.44,0.012011,72.87,90.9,59400,Weekend,Saturday,Light_Load
2018-03-17 16:45:00,12.86,0.08,1.47,0.008871,78.73,90.72,60300,Weekend,Saturday,Light_Load
2018-03-17 17:00:00,27.98,5.49,3.7,0.012036,92.36,77.87,61200,Weekend,Saturday,Medium_Load
2018-03-17 17:15:00,10.5,0.86,4.15,0.008107,80.62,98.84,62100,Weekend,Saturday,Light_Load
2018-03-17 17:30:00,7.46,0.0,5.92,0.00362,85.76,76.85,63000,Weekend,Saturday,Light_Load
2018-03-17 17:45:00,73.21,30.32,3.52,0.031579,92.55,80.97,63900,Weekend,Saturday,Maximum_Load
2018-03-17 18:00:00,44.75,16.25,4.24,0.024723,87.02,80.58,64800,Weekend,Saturday,Medium_Load
2018-03-17 18:15:00,3.0,0.0,5.14,0.0,79.95,93.68,65700,Weekend,Saturday,Light_Load
2018-03-17 18:30:00,21.97,8.2,2.32,0.010741,90.04,75.44,66600,Weekend,Saturday,Medium_Load
2018-03-17 18:45:00,47.64,16.44,4.08,0.023055,94.61,76.71,67500,Weekend,Saturday,Medium_Load
2018-03-17 19:00:00,5.92,1.72,1.85,0.007667,88.7,91.58,68400,Weekend,Saturday,Light_Load
2018-03-17 19:15:00,7.51,0.0,4.28,0.00523,79.86,85.75,69300,Weekend,Saturday,Light_Load
2018-03-17 19:30:00,11.45,3.79,1.96,0.005126,99.55,93.84,70200,Weekend,Saturday,Medium_Load
2018-03-17 19:45:00,54.96,16.9,0.0,0.02607,95.42,79.58,71100,Weekend,Saturday,Medium_Load
2018-03-17 20:00:00,48.53,17.37,3.03,0.024229,75.87,94.42,72000,Weekend,Saturday,Medium_Load
2018-03-17 20:15:00,16.51,2.73,3.01,0.005384,82.52,88.0,72900,Weekend,Saturday,Light_Load
2018-03-17 20:30:00,14.13,1.4,1.13,0.006642,87.02,85.9,73800,Weekend,Saturday,Light_Load
2018-03-17 20:45:00,18.5,4.55,0.0,0.006217,99.87,94.36,74700,Weekend,Saturday,Medium_Load
2018-03-17 21:00:00,13.3,3.94,3.19,0.00713,83.63,88.36,75600,Weekend,Saturday,Light_Load
2018-03-17 21:15:00,32.57,4.6,3.17,0.017138,92.24,79.66,76500,Weekend,Saturday,Medium_Load
2018-03-17 21:30:00,27.51,6.29,3.74,0.015306,85.34,78.83,77400,Weekend,Saturday,Medium_Load
2018-03-17 21:45:00,16.22,2.33,0.14,0.008713,80.4,96.45,78300,Weekend,Saturday,Light_Load
2018-03-17 22:00:00,115.67,13.84,1.86,0.057523,88.87,89.55,79200,Weekend,Saturday,Maximum_Load
2018-03-17 22:15:00,65.19,24.71,1.88,0.030351,90.11,75.99,80100,Weekend,Saturday,Medium_Load
2018-03-17 22:30:00,52.42,11.07,0.0,0.026474,86.1,99.49,81000,Weekend,Saturday,Medium_Load
2018-03-17 22:45:00,13.15,1.84,0.61,0.007398,76.69,89.34,81900,Weekend,Saturday,Light_Load
2018-03-17 23:00:00,11.98,3.94,2.16,0.006148,73.34,98.36,82800,Weekend,Saturday,Light_Load
2018-03-17 23:15:00,6.79,4.65,3.59,0.001744,74.92,99.43,83700,Weekend,Saturday,Light_Load
2018-03-17 23:30:00,12.19,0.0,1.52,0.006824,71.05,93.66,84600,Weekend,Saturday,Light_Load
2018-03-17 23:45:00,102.84,38.34,0.38,0.054339,92.11,94.22,85500,Weekend,Saturday,Maximum_Load
2018-03-18 00:00:00,29.59,2.36,2.66,0.0118,86.6,84.59,0,Weekend,Sunday,Light_Load
2018-03-18 00:15:00,8.8,0.14,1.52,0.0052,79.96,81.44,900,Weekend,Sunday,Light_Load
2018-03-18 00:30:00,3.0,1.16,5.13,0.000513,82.32,83.5,1800,Weekend,Sunday,Light_Load
2018-03-18 00:45:00,11.73,3.89,2.54,0.004615,85.71,76.03,2700,Weekend,Sunday,Light_Load
2018-03-18 01:00:00,23.53,8.25,4.44,0.016625,75.92,83.0,3600,Weekend,Sunday,Light_Load
2018-03-18 01:15:00,33.19,15.06,1.05,0.016535,81.45,85.56,4500,Weekend,Sunday,Light_Load
2018-03-18 01:30:00,27.39,9.78,4.55,0.015681,86.58,78.5,5400,Weekend,Sunday,Light_Load
2018-03-18 01:45:00,66.49,19.94,1.89,0.035058,91.54,83.99,6300,Weekend,Sunday,Medium_Load
2018-03-18 02:00:00,10.7,0.0,3.01,0.003228,70.39,83.91,7200,Weekend,Sunday,Light_Load
2018-03-18 02:15:00,35.46,3.36,3.16,0.017359,95.05,91.53,8100,Weekend,Sunday,Medium_Load
2018-03-18 02:30:00,28.19,3.74,3.06,0.009977,75.16,88.77,9000,Weekend,Sunday,Medium_Load
2018-03-18 02:45:00,12.97,4.17,1.56,0.006706,70.5,82.38,9900,Weekend,Sunday,Light_Load
2018-03-18 03:00:00,62.25,17.71,0.0,0.029339,82.37,81.48,10800,Weekend,Sunday,Medium_Load
2018-03-18 03:15:00,31.76,11.89,3.73,0.016816,72.15,82.93,11700,Weekend,Sunday,Light_Load
2018-03-18 03:30:00,95.88,26.52,6.24,0.050604,97.83,92.9,12600,Weekend,Sunday,Maximum_Load
2018-03-18 03:45:00,17.12,3.45,2.84,0.006636,89.2,92.81,13500,Weekend,Sunday,Light_Load
2018-03-18 04:00:00,10.8,5.36,1.53,0.003943,81.48,98.35,14400,Weekend,Sunday,Light_Load
2018-03-18 04:15:00,18.58,3.27,0.44,0.007027,74.27,86.57,15300,Weekend,Sunday,Light_Load
2018-03-18 04:30:00,21.24,4.15,3.35,0.012008,77.76,76.15,16200,Weekend,Sunday,Light_Load
2018-03-18 04:45:00,60.47,16.48,1.34,0.032341,88.88,78.25,17100,Weekend,Sunday,Maximum_Load
2018-03-18 05:00:00,27.2,6.91,0.73,0.011101,88.29,96.38,18000,Weekend,Sunday,Light_Load
2018-03-18 05:15:00,16.51,4.33,4.6,0.004743,79.75,98.24,18900,Weekend,Sunday,Light_Load
2018-03-18 05:30:00,26.85,7.48,3.8,0.011766,71.42,88.67,19800,Weekend,Sunday,Light_Load
2018-03-18 05:45:00,49.83,12.8,2.48,0.022089,96.6,81.64,20700,Weekend,Sunday,Medium_Load
2018-03-18 06:00:00,22.38,4.97,3.45,0.008522,70.88,93.73,21600,Weekend,Sunday,Light_Load
2018-03-18 06:15:00,39.46,11.21,0.69,0.022496,86.18,81.2,22500,Weekend,Sunday,Medium_Load
2018-03-18 06:30:00,44.79,13.96,5.5,0.023531,86.51,82.58,23400,Weekend,Sunday,Medium_Load
2018-03-18 06:45:00,59.53,8.48,5.38,0.027188,91.7,88.96,24300,Weekend,Sunday,Medium_Load
2018-03-18 07:00:00,18.78,8.24,1.17,0.011648,75.8,96.97,25200,Weekend,Sunday,Light_Load
2018-03-18 07:15:00,10.89,2.2,1.88,0.005961,84.17,94.62,26100,Weekend,Sunday,Light_Load
2018-03-18 07:30:00,20.51,6.05,1.7,0.010953,83.67,80.14,27000,Weekend,Sunday,Light_Load
2018-03-18 07:45:00,55.27,22.63,0.25,0.025264,76.42,78.73,27900,Weekend,Sunday,Medium_Load
2018-03-18 08:00:00,30.31,5.49,2.51,0.013997,83.7,97.39,28800,Weekend,Sunday,Light_Load
2018-03-18 08:15:00,66.45,6.21,3.94,0.0335,97.69,96.13,29700,Weekend,Sunday,Medium_Load
2018-03-18 08:30:00,18.45,1.85,0.0,0.004847,84.34,99.77,30600,Weekend,Sunday,Light_Load
2018-03-18 08:45:00,40.55,5.44,0.89,0.020391,85.48,92.64,31500,Weekend,Sunday,Medium_Load
2018-03-18 09:00:00,83.97,24.43,6.43,0.039752,99.37,90.24,32400,Weekend,Sunday,Maximum_Load
2018-03-18 09:15:00,40.44,7.78,3.38,0.020703,85.28,95.31,33300,Weekend,Sunday,Medium_Load
2018-03-18 09:30:00,22.09,4.63,2.96,0.011498,86.81,99.72,34200,Weekend,Sunday,Light_Load
2018-03-18 09:45:00,26.11,8.95,0.8,0.015294,73.45,82.73,35100,Weekend,Sunday,Light_Load
2018-03-18 10:00:00,27.42,3.51,0.33,0.016675,86.6,75.51,36000,Weekend,Sunday,Light_Load
2018-03-18 10:15:00,13.91,6.47,4.48,0.009075,79.6,85.38,36900,Weekend,Sunday,Light_Load
2018-03-18 10:30:00,39.23,7.41,0.24,0.016255,98.97,88.17,37800,Weekend,Sunday,Medium_Load
2018-03-18 10:45:00,40.3,5.32,4.51,0.016212,95.53,78.24,38700,Weekend,Sunday,Medium_Load
2018-03-18 11:00:00,47.65,10.44,0.0,0.020689,94.15,81.78,39600,Weekend,Sunday,Maximum_Load
2018-03-18 11:15:00,6.35,1.78,4.54,0.001702,89.61,90.9,40500,Weekend,Sunday,Light_Load
2018-03-18 11:30:00,45.13,6.31,2.75,0.021821,99.92,91.28,41400,Weekend,Sunday,Medium_Load
2018-03-18 11:45:00,51.02,3.75,2.63,0.024408,99.67,90.18,42300,Weekend,Sunday,Medium_Load
2018-03-18 12:00:00,52.37,14.48,2.02,0.027761,88.76,77.05,43200,Weekend,Sunday,Medium_Load
2018-03-18 12:15:00,8.43,0.36,0.45,0.003603,82.87,92.75,44100,Weekend,Sunday,Light_Load
2018-03-18 12:30:00,36.98,8.77,4.57,0.021326,90.21,96.33,45000,Weekend,Sunday,Medium_Load
